+-----+-------------------------------------------------------------------------------------------------------------------------------------------+-------+-----------+------------------------------------------------------------------+
| id  | url                                                                                                                                       | level | parent_id | code                                                             |
+-----+-------------------------------------------------------------------------------------------------------------------------------------------+-------+-----------+------------------------------------------------------------------+
|   0 | https://skillbox.ru/                                                                                                                      |     0 |        -1 | 8ade3cae1c2d442215548d61f38efe40d0107901ce9a60f27221514c9739a8f7 |
|   1 | https://skillbox.ru/company/                                                                                                              |     1 |         0 | a08b6c6ab1966902164ba3623e1b6e72be02ddeaf86484436fd585b11e62996c |
|   2 | https://skillbox.ru/career/                                                                                                               |     1 |         0 | b7be37be0dcb22069d9f1cd5b04c69b648df2aae0ad5d675000469edd15b5f99 |
|   3 | https://skillbox.ru/otzyvy/                                                                                                               |     1 |         0 | 10d0eb1b8d7d663c39965954dc113d26348e75b4b2da92d452e4a7877264b41b |
|   4 | https://skillbox.ru/contacts/                                                                                                             |     1 |         0 | 351e75ead2f4719c1fe16bc68fe3d2bd0735be5f692baf939379b2d0858a1ac1 |
|   5 | https://skillbox.ru/jobs/                                                                                                                 |     1 |         0 | a8c0a798b56af90a52fcb43da30b738fb261b4640415a621e28028a164fcec9f |
|   6 | https://skillbox.ru/teachers/                                                                                                             |     1 |         0 | a448a3272bb3e2b855a91b732d9139438bf2b75e81240d0557e47b35d9567b90 |
|   7 | https://skillbox.ru/media/                                                                                                                |     1 |         0 | 5de161de7f6141336af5e1b67bd3827f8bd4bebb896eb782fa5998bf018bf262 |
|   8 | https://skillbox.ru/code/                                                                                                                 |     1 |         0 | 4612dac73b53c93ccca6f63a41d791fec6bd7a2ce5c386df03675ba023c4128c |
|   9 | https://skillbox.ru/design/                                                                                                               |     1 |         0 | fa0eafe893dc972dbc8d87085c24af5cbe4359b6abcd7ce8c899dea4882dfab1 |
|  10 | https://skillbox.ru/courses/analitika/                                                                                                    |     1 |         0 | 3538411f6b0c45faedabd36cc269cd75946df376a2c43233d87ebee24373008a |
|  11 | https://skillbox.ru/marketing/                                                                                                            |     1 |         0 | 5f26037d01cbdf43819c6555e0284e34560862969c9cdcc5d97975c6c80035f0 |
|  12 | https://skillbox.ru/management/                                                                                                           |     1 |         0 | 4006e59ab629cae1fd7bbdcc8ccd22e4bfa1a646a89c84a3882d1860d4c99993 |
|  13 | https://skillbox.ru/courses/finansy/                                                                                                      |     1 |         0 | 9120e5f7afb701b0c9b32b6d4e663edde358c1318c77e7e30b7e6e05c85a93cb |
|  14 | https://skillbox.ru/games/                                                                                                                |     1 |         0 | d2f8b2dd1f38cf5df01c61875744041d6dded4d8f6b10e73c38e79dc082d3662 |
|  15 | https://skillbox.ru/multimedia/                                                                                                           |     1 |         0 | 1541def9cf327bb42c8a9cd30de724bf6fd1f6a5d905e1368ba0ab5c63a2c286 |
|  16 | https://skillbox.ru/courses/photografia/                                                                                                  |     1 |         0 | 209740bbe02a8b33c311efad282bd6b25ed73cfd46c648e8f01aec54ce93a486 |
|  17 | https://skillbox.ru/psychology/                                                                                                           |     1 |         0 | 4994afb57389b044a3284e26dee1eca9ab9ecc157c4723a49d28a72430a5a167 |
|  18 | https://skillbox.ru/general-development/                                                                                                  |     1 |         0 | 0217f77fcc2fb53b63fbe5d11beff081b06931f506d27bbbaf9c1225c2a7be98 |
|  19 | https://skillbox.ru/engineering/                                                                                                          |     1 |         0 | e7a2bc20aa0d6fbbd038d280fa86b1e22e740c7581217aae052a74784982da39 |
|  20 | https://skillbox.ru/english/                                                                                                              |     1 |         0 | 98b33a1385d073b43696bb894823b7534b9155f6ee0b5d07d991d2b66ac1124c |
|  21 | https://skillbox.ru/other/                                                                                                                |     1 |         0 | 2ca4358046c00a24367ea22f3a90ef10dade6de9316b27c1679403cab19aa17a |
|  22 | https://skillbox.ru/course/profession-python/                                                                                             |     1 |         0 | 08848a6b8c8103963399c8af5c1ea7bd76447b5804b96665a3c227972ea99446 |
|  23 | https://skillbox.ru/course/profession-graphdesigner/                                                                                      |     1 |         0 | a7d6d555c6b75a3d41ac5c992bba4a786550d89811d0bf0ac72e2eaad2dacbfe |
|  24 | https://skillbox.ru/course/profession-business-analyst/                                                                                   |     1 |         0 | 3dafe4d50483b92d48c363dd07891ad2c68e3287dea74c6d89a9c6860299f9df |
|  25 | https://skillbox.ru/course/3d-generalist/                                                                                                 |     1 |         0 | b2b13fb55895ccb5b232946e56da2aafc2c9914c27c9fe9b056605c45d32da43 |
|  26 | https://skillbox.ru/course/profession-1c/                                                                                                 |     1 |         0 | 4ac0e47ddf2b6174787a08fb2a6e9f9d2052cc2fb2d5f7537060662aae3a9ac9 |
|  27 | https://skillbox.ru/course/profession-test/                                                                                               |     1 |         0 | c32077bfabf68c1b2e9fc7f9113e5c31df4bdc789b0750b845c7aeada180c7dd |
|  28 | https://skillbox.ru/course/profession-webdev/                                                                                             |     1 |         0 | ee0a5c2c22e56c30ccf7350bfd30363cf09563d767056b59723bf93b57b59d5e |
|  29 | https://skillbox.ru/course/profession-java/                                                                                               |     1 |         0 | 44ad7c5443a8e4912ad3427f0b882dfd330c3f3db52c6be99e79b01beb9e678a |
|  30 | https://skillbox.ru/course/profession-ux/                                                                                                 |     1 |         0 | 462d4c085836c6862bbf1a2027d5909aa7781023256c7ca68ae67e40d2a84faa |
|  31 | https://skillbox.ru/course/profession-cybersecurity/                                                                                      |     1 |         0 | a3a9b71d0bfb52f1739e94b8dacf577a37fafbedb4e41ba8e2615fe22c9c7b5b |
|  32 | https://skillbox.ru/course/profession-c-plus-plus/                                                                                        |     1 |         0 | 36418e76c5d9dff82e718386e2166ad50ad3898b4730a612070b568fa5d63207 |
|  33 | https://skillbox.ru/course/frontend-pro/                                                                                                  |     1 |         0 | 809179fb7301d61d268db0865f9d9fe167761a1f0f3d787286b112d3c1f41894 |
|  34 | https://skillbox.ru/course/profession-data-scientist/                                                                                     |     1 |         0 | 62b9faf76a20a1b645e14ff7a0744d8245c70d8e66b0517438316dfc91b30e72 |
|  35 | https://skillbox.ru/course/profession-bi-analyst/                                                                                         |     1 |         0 | 69f7db8963db0621cdad4cb9f3a569bf8c8c59d42018da0c35fefbaf765c6d60 |
|  36 | https://skillbox.ru/course/profession-webdesigner/                                                                                        |     1 |         0 | f3e4849aae18a3d5216dc6d91751025c7c1e84b30c255a56da8a247e8800f702 |
|  37 | https://skillbox.ru/course/profession-motiondesigner-new/                                                                                 |     1 |         0 | b9ab33a10ca6f78e058609d5b2a7917c0bc7fdd3fb63fbecf6bf014ade2a0437 |
|  38 | https://skillbox.ru/courses/aktualnoe-2022/                                                                                               |     1 |         0 | 2ee1ea44f81f0f2a994d23a099d8967b9c96174c5e454fbac923b95f9e9f5f63 |
|  39 | https://skillbox.ru/course/ableton-live/                                                                                                  |     1 |         0 | 70717ecbad44cc44fdff2bff03d28eaddd28c4949a82013a440dd5ff894d4f0f |
|  40 | https://skillbox.ru/course/profession-project-manager-pro/                                                                                |     1 |         0 | 3891e26deb58fa667a16bf308e19726ceb09e7c1290241502c321c9acd91489f |
|  41 | https://skillbox.ru/course/ux-designer/                                                                                                   |     1 |         0 | abb96ce8f0a7071734de8964238e0d3166ec36766b414471871f74f98be5872b |
|  42 | https://skillbox.ru/course/hr-manager/                                                                                                    |     1 |         0 | dd41823b3586494704b906fd97b7985943e23d87a84504f375345810b595a1ec |
|  43 | https://skillbox.ru/course/electronic-music                                                                                               |     1 |         0 | 5024f5e8341c6d2a9786ff4b0f5565d1bb3948ae1097d79f54f7c9b084b81b23 |
|  44 | https://skillbox.ru/course/autodesk-maya/                                                                                                 |     1 |         0 | 339a9dbf9b582a07b4148cb4ec374caa978e545ba5945c09e41ce9d1172fefdb |
|  45 | https://skillbox.ru/course/find-job-free/                                                                                                 |     1 |         0 | d06a394efee18d2f8cf121b9a4b3efcc3c297eba8f9c043bd6d178bd51f4211e |
|  46 | https://skillbox.ru/courses/                                                                                                              |     1 |         0 | 6931a6a3d31d33de38c95aa82366907e2797075e77482a609e5612ea5742de43 |
|  47 | https://skillbox.ru/sale/2022/                                                                                                            |     1 |         0 | 50e6b13cd74cb15c4796bd2cef81950a2be2c18736ed89671594fd0f6707826d |
|  48 | https://skillbox.ru/payments/                                                                                                             |     1 |         0 | 0bce5e4b14b7c7b721c8262234689cedd63b8c90d26f2933abe482efd5ff8e68 |
|  49 | https://skillbox.ru/lectoriy/records/                                                                                                     |     2 |         1 | 87be4f0ba81daa1c26b650945ee65652ebf76753406cb0c8e2393024de778b8e |
|  50 | https://skillbox.ru/media/design/story_sleptsov/                                                                                          |     2 |         2 | 6271f7cb0feeebf7481ea7b2539996628bb7fbaf7fec1b6923dc3135dbdf66d1 |
|  51 | https://skillbox.ru/media/code/mitrofanov_story/                                                                                          |     2 |         2 | 3abad674c33cbf3d8e0b2ce072dadc1646441163eb4c9d8e416bbdc4c3bb27e5 |
|  52 | https://skillbox.ru/media/marketing/story_gagarina/                                                                                       |     2 |         2 | 72f47cd158335024ff13c520cb5a3fa79d30527a4d5c4563849894c1ccb78886 |
|  53 | https://skillbox.ru/media/topic/history/                                                                                                  |     2 |         2 | 7ee0db0cf0988353e947806f82b0c14f980dce3f6fd94fd0d3d52c6b31709f21 |
|  54 | https://skillbox.ru/course/photoshoppro/                                                                                                  |     2 |         3 | 669423c7f90d490dd287793ed86d2ab2bba41e4bf7b2a5e2aa789cb6b86a5d40 |
|  55 | https://skillbox.ru/course/copywriter/                                                                                                    |     2 |         3 | 49ae7f3daa3c31e5e2f8aa93c19d7cd8f335e3f80c83a1dcfa6ad4edd8d6c666 |
|  56 | https://skillbox.ru/course/profession-producer-online-courses/                                                                            |     2 |         3 | 10d2c5a16bbbd88a7a894d411787530599dd0de4b428f80199f01e3f7a23c8c9 |
